file	key	previous_hungarian	revised_hungarian	english_source
admin.yml	admin.locales.default_help_text	Ez az alapértelmezett nyelv az alkalmazás, és megváltoztatja azt<strong>minden beteget érinthet</strong>első alkalommal látogatja meg a weboldalt.	Ez az alkalmazás alapértelmezett nyelve, és ennek megváltoztatása <strong> minden olyan felhasználót </strong> érint, aki először látogat meg a webhelyen.	This is the default language of the application, and changing it will <strong>affect every user</strong> visiting the website for the first time.
admin.yml	admin.locales.update.notice	Sikeresen frissített nyelvek	A nyelvek sikeresen frissítve	Languages updated successfully
admin.yml	admin.managers.index.title	Kezelők	Menedzserek	Managers
admin.yml	admin.menu.activity	Moderátor tevékenység	Moderátori tevékenység	Moderator activity
admin.yml	admin.menu.budgets	Közösségi költségvetések	közösségi költségvetések	Participatory budgets
admin.yml	admin.menu.geozones	Geozonok	Geozones	Geozones
admin.yml	admin.menu.hidden_proposal_notifications	Rejtett pályázati értesítések	Rejtett ajánlatértesítések	Hidden proposal notifications
admin.yml	admin.menu.administrators	Igazgatók	Rendszergazdák	Administrators
admin.yml	admin.menu.managers	Kezelők	Menedzserek	Managers
admin.yml	admin.menu.sdg_managers	SDG-kezelők	SDG menedzserek	SDG Managers
admin.yml	admin.menu.system_emails	Rendszere- mailek	Rendszer e-mailek	System Emails
admin.yml	admin.menu.valuators	Értékesítők	Értékbecslők	Valuators
admin.yml	admin.menu.poll_officers	Poll tisztek	Szavazási tisztek	Poll officers
admin.yml	admin.menu.poll_booths	Az ajtók helye	A fülkék helye	Booths location
admin.yml	admin.menu.poll_booth_assignments	Booths megbízások	A fülkék feladatai	Booths Assignments
admin.yml	admin.menu.poll_shifts	Szállítások	Változások Feladatok	Shifts Assignments
admin.yml	admin.menu.signature_sheets	Aláírás	Aláírási lapok	Signature Sheets
admin.yml	admin.menu.site_customization.homepage	Honlap	Kezdőlap	Homepage
admin.yml	admin.menu.site_customization.images	Egyéni képek	Egyedi képek	Custom images
admin.yml	admin.menu.site_customization.information_texts	Egyedi tájékoztató szövegek	Egyedi információs szövegek	Custom information texts
admin.yml	admin.menu.site_customization.information_texts_menu.basic	Alaptestreszabás	Alapvető testreszabás	Basic customization
admin.yml	admin.menu.site_customization.information_texts_menu.legislation	Együttműködés	Együttműködési jogszabályok	Collaborative legislation
admin.yml	admin.menu.site_customization.information_texts_menu.budgets	Költségvetési tételek	Költségvetések	Budgets
admin.yml	admin.menu.site_customization.information_texts_menu.layouts	Elrendezés	Elrendezések	Layouts
admin.yml	admin.menu.site_customization.information_texts_menu.management	Kezelés	Menedzsment	Management
admin.yml	admin.menu.site_customization.information_texts_menu.welcome	Üdvözlöm.	Üdvözöljük	Welcome
admin.yml	admin.menu.site_customization.buttons.save	Mentés	Megtakarítás	Save
admin.yml	admin.menu.site_customization.buttons.content_block.update	A blokk frissítése	Blokk frissítése	Update Block
admin.yml	admin.menu.title_moderated_content	Mérsékelt tartalom	Moderált tartalom	Moderated content
admin.yml	admin.menu.title_settings	Beállítások	Beállítások elemre	Settings
admin.yml	admin.menu.title_site_customization	Webhely tartalma	A webhely tartalma	Site content
admin.yml	admin.menu.legislation	Együttműködési jogszabályok	Együttműködő jogalkotás	Collaborative Legislation
admin.yml	admin.menu.dashboard	Javaslatok műszerfal	Javaslatok irányítópultja	Proposals dashboard
admin.yml	admin.menu.administrator_tasks	A kért források	Kért források	Resources requested
admin.yml	admin.menu.dashboard_actions	Erőforrások és fellépések	Erőforrások és intézkedések	Resources and actions
admin.yml	admin.menu.multitenancy	Többszörös	Többbérlet	Multitenancy
admin.yml	admin.administrators.index.title	Igazgatók	Rendszergazdák	Administrators
admin.yml	admin.administrators.index.id	Adminisztrátori azonosító	Rendszergazdai azonosító	Administrator ID
admin.yml	admin.administrators.index.no_administrators	Nincsenek adminisztrátorok.	Nincsenek rendszergazdák.	There are no administrators.
admin.yml	admin.administrators.administrator.restricted_removal	Sajnálom, de nem távolíthatod el magad az ügyintézőktől.	Sajnáljuk, nem távolíthatja el magát a rendszergazdák közül	Sorry, you can't remove yourself from the administrators
admin.yml	admin.administrators.search.title	Igazgatók: Felhasználói keresés	Rendszergazdák: Felhasználói keresés	Administrators: User search
admin.yml	admin.administrators.form.edit_title	A rendszergazda szerkesztése	Rendszergazda szerkesztése	Edit administrator
admin.yml	admin.administrators.form.updated	A tisztviselő sikeresen frissítve	A rendszergazda sikeresen frissítve	Administrator updated successfully
admin.yml	admin.segment_recipient.administrators	Igazgatók	Rendszergazdák	Administrators
admin.yml	admin.segment_recipient.all_proposal_authors	Ajánlatszerzők (archiválva és visszavonva is)	A javaslat szerzői (beleértve az archivált és visszavont)	Proposal authors (including archived and withdrawn)
admin.yml	admin.segment_recipient.proposal_authors	A pályázatok szerzői	A javaslat szerzői	Proposal authors
admin.yml	admin.segment_recipient.investment_authors	Befektetők a jelenlegi költségvetésbe	Beruházási szerzők a jelenlegi költségvetésben	Investment authors in the current budget
admin.yml	admin.segment_recipient.feasible_and_undecided_investment_authors	A jelenlegi költségvetésbe történő olyan befektetések jogosultjai, amelyek nem felelnek meg a következőknek: [az értékelést nem lehet elvégezni]	Néhány olyan beruházás szerzői a jelenlegi költségvetésben, amely nem felel meg: [az értékelés megvalósíthatatlan]	Authors of some investment in the current budget that does not comply with: [valuation finished unfesasible]
admin.yml	admin.segment_recipient.selected_investment_authors	A kiválasztott beruházások jogosultjai a jelenlegi költségvetésben	A jelenlegi költségvetésben kiválasztott beruházások szerzői	Authors of selected investments in the current budget
admin.yml	admin.segment_recipient.winner_investment_authors	A jelenlegi költségvetésbe történő nyertes befektetések jogosultjai	A nyertes beruházások szerzői a jelenlegi költségvetésben	Authors of winner investments in the current budget
admin.yml	admin.segment_recipient.not_supported_on_current_budget	Azok a felhasználók, akik nem támogatták a jelenlegi költségvetéssel kapcsolatos beruházásokat	Felhasználók, akik nem támogattak beruházásokat a jelenlegi költségvetésből	Users that haven't supported investments on current budget
admin.yml	admin.segment_recipient.invalid_recipients_segment	A kedvezményezett szegmens érvénytelen	A címzett felhasználói szegmens érvénytelen	Recipients user segment is invalid
admin.yml	admin.newsletters.create_success	Hírlevél létrehozott sikeresen	A hírlevél sikeresen elkészült	Newsletter created successfully
admin.yml	admin.newsletters.update_success	Hírlevél frissítve sikeresen	A hírlevél sikeresen frissítve	Newsletter updated successfully
admin.yml	admin.newsletters.send_success	Hírlevél küldött sikeresen	A hírlevél sikeresen elküldve	Newsletter sent successfully
admin.yml	admin.newsletters.delete_success	Hírlevél törölve sikeresen	A hírlevél sikeresen törölve	Newsletter deleted successfully
admin.yml	admin.newsletters.index.subject	Tárgy	Téma	Subject
admin.yml	admin.newsletters.index.segment_recipient	Címzett	Címzettek	Recipients
admin.yml	admin.newsletters.index.sent	Elküldött	Küldött	Sent
admin.yml	admin.newsletters.index.actions	Intézkedések	Akciók	Actions
admin.yml	admin.newsletters.index.draft	Táblázat	Piszkozat	Draft
admin.yml	admin.newsletters.index.empty_newsletters	Nincs hírlevél, amit meg lehetne mutatni.	Nincsenek megjeleníthető hírlevelek	There are no newsletters to show
admin.yml	admin.newsletters.new.header_footer_help_text	A fejléc és lábfej ugyanaz minden e-mail, akkor módosíthatja őket a<code>app / view / layouts / mailer _ header</code>és<code>app / view / layouts / mailer _ footer</code>.<br>A fejléckép helyettesíthető a%{link}.	A fejléc és a lábléc minden e-mailnél azonos, ezeket módosíthatja az <code>app/views/layouts/mailer_header</code> és az <code>app/views/layouts/mailer_footer</code> oldalon.<br>A fejlécképet lecserélheti az %{link} oldalon.	The heading and footer are the same for all emails, you can modify them on <code>app/views/layouts/mailer_header</code> and <code>app/views/layouts/mailer_footer</code>.<br>You can replace header image on %{link}.
admin.yml	admin.newsletters.show.send	Küldés	Elküld	Send
admin.yml	admin.newsletters.show.affected_users	(%{n})	(%{n} érintett felhasználók)	(%{n} affected users)
admin.yml	admin.newsletters.show.sent_emails.one	1 küldött e-mail	1 e-mail elküldve	1 email sent
admin.yml	admin.newsletters.show.sent_emails.other	%{count}Elküldött e-mailek	%{count} e-mailek elküldve	%{count} emails sent
admin.yml	admin.newsletters.show.sent_at	Elküldött:	Elküldve	Sent at
admin.yml	admin.newsletters.show.subject	Tárgy	Téma	Subject
admin.yml	admin.newsletters.show.segment_recipient	Címzett	Címzettek	Recipients
admin.yml	admin.newsletters.show.from	E-mail cím, amely megjelenik, mint küldő hírlevél	E-mail cím, amely a hírlevél küldésére fog megjelenni	E-mail address that will appear as sending the newsletter
admin.yml	admin.newsletters.show.body_help_text	Így látják majd a felhasználók az e-mailt.	A felhasználók így fogják látni az e-mailt.	This is how the users will see the email.
admin.yml	admin.newsletters.show.send_alert	Biztos vagy benne, hogy el akarod küldeni ezt a hírlevelet%{n}felhasználók?	Biztosan el szeretné küldeni ezt a hírlevelet az %{n} felhasználóknak?	Are you sure you want to send this newsletter to %{n} users?
admin.yml	admin.admin_notifications.create_success	Sikeresen létrehozott értesítés	Az értesítés sikeresen létrehozva	Notification created successfully
admin.yml	admin.admin_notifications.update_success	A bejelentés frissítése sikeresen	Az értesítés sikeresen frissítve	Notification updated successfully
admin.yml	admin.admin_notifications.send_success	Sikeresen küldött értesítés	Az értesítés sikeresen elküldve	Notification sent successfully
admin.yml	admin.admin_notifications.delete_success	Az értesítést sikeresen törölték	Az értesítés sikeresen törölve	Notification deleted successfully
admin.yml	admin.admin_notifications.index.segment_recipient	Címzett	Címzettek	Recipients
admin.yml	admin.admin_notifications.index.sent	Elküldött	Küldött	Sent
admin.yml	admin.admin_notifications.index.actions	Intézkedések	Akciók	Actions
admin.yml	admin.admin_notifications.index.draft	Táblázat	Piszkozat	Draft
admin.yml	admin.admin_notifications.index.view	Nézet	Kilátás	View
admin.yml	admin.admin_notifications.index.empty_notifications	Nincs értesítést, hogy	Nincsenek megjeleníthető értesítések	There are no notifications to show
admin.yml	admin.admin_notifications.show.section_title	Bejelentési előnézet	Értesítés előnézete	Notification preview
admin.yml	admin.admin_notifications.show.will_get_notified	(%{n}a felhasználókat értesítik)	(%{n} felhasználók értesítést kapnak)	(%{n} users will be notified)
admin.yml	admin.admin_notifications.show.got_notified	(%{n}a felhasználókat értesítették)	(%{n} felhasználók értesítést kaptak)	(%{n} users got notified)
admin.yml	admin.admin_notifications.show.sent_at	Elküldött:	Elküldve	Sent at
admin.yml	admin.admin_notifications.show.link	Kapcsolat	Link	Link
admin.yml	admin.admin_notifications.show.segment_recipient	Címzett	Címzettek	Recipients
admin.yml	admin.admin_notifications.show.send_alert	Biztosan el akarja küldeni ezt az értesítést%{n}felhasználók?	Biztosan el szeretné küldeni ezt az értesítést az %{n} felhasználóknak?	Are you sure you want to send this notification to %{n} users?
admin.yml	admin.system_emails.preview_pending.preview_of	Előnézet%{name}	Az %{name} előnézete	Preview of %{name}
admin.yml	admin.system_emails.preview_pending.pending_to_be_sent	Ez a küldendő tartalom	Ez az elküldésre váró tartalom	This is the content pending to be sent
admin.yml	admin.system_emails.preview_pending.send_pending	Küldés folyamatban	Küldés függőben	Send pending
admin.yml	admin.system_emails.preview_pending.send_pending_notification	A sikeres értesítések elküldéséig	A függőben lévő értesítések sikeresen elküldve	Pending notifications sent successfully
